libelle,longueur,position,fin,type,nom,champ,table,an,Typer,cla,z,rg,curseur
Pays d’assurance social,3,446,448,c,PAYSPAT,had,rapss_ano,21,,,,,
N° d'identification permanent du patient anonymisé,44,449,492,c,IPPA,had,rapss_ano,21,,,,,
Filler,5,493,497,c,Filler4,had,rapss_ano,21,,,,,
Empreinte numérique,32,498,529,c,EMPNUM,had,rapss_ano,21,,,,,
Zone chiffrée,344,530,873,c,ZONECHIFFREE,had,rapss_ano,21,,,,,
N° FINESS e-PMSI,9,1,9,c,NOFINESS,had,rapss_med,21,,,,,
Type de prestation,2,10,11,c,TYPEPREST,had,rapss_med,21,,,,,
Année période,4,12,15,c,ANNEE,had,rapss_med,21,,,,,
N° période (mois),2,16,17,c,MOIS,had,rapss_med,21,,,,,
Numéro séquentiel de séjour d'HAD,5,18,22,c,NOSEQSEJ,had,rapss_med,21,,,,,
Numéro de la séquence dans le séjour,4,23,26,c,NOSEQ,had,rapss_med,21,,,,,
Numéro de sous-séquence,4,27,30,c,NOSOUSSEQ,had,rapss_med,21,,,,,
Nombre de séjours impliqués,6,31,36,i,NBSEJ,had,rapss_med,21,,,,,
Code UCD,13,37,49,c,CDUCD,had,rapss_med,21,,,,,
Nombre administré éventuellement fractionnaire,10,50,59,n,NBADM,had,rapss_med,21,,,,,
Prix d'achat multiplié par le nombre administré,10,60,69,n,PRIX,had,rapss_med,21,,,,,
Mois de la date d'administration,2,70,71,c,MOISADMIN,had,rapss_med,21,,,,,
Année de la date d'administration,4,72,75,c,ANADMIN,had,rapss_med,21,,,,,
Délai entre la date d’entrée du séjour et la date de dispensation,4,76,79,i,DELAI,had,rapss_med,21,,,,,
Validation initiale de la prescription par un centre de référence ou de compétence,1,80,80,c,INDVALINIT,had,rapss_med,21,,,,,
Top transcodage UCD13 auto,1,81,81,c,TOPUCD13,had,rapss_med,21,,,,,
Filler,25,82,106,c,Filler,had,rapss_med,21,,,,,
Signature de version,8,1,8,c,SIGNATURE,had,rpss_ano,21,,,,,
Clé d'intégrité,8,9,16,c,CLE,had,rpss_ano,21,,,,,
N° format VID-HOSP (3 derniers caractères),3,17,19,c,FORMAT,had,rpss_ano,21,,,,,
Code retour contrôle n° immatriculation assuré,1,20,20,c,CRSECU,had,rpss_ano,21,,,,,
Code retour contrôle date de naissance,1,21,21,c,CRDNAI,had,rpss_ano,21,,,,,
Code retour contrôle sexe,1,22,22,c,CRSEXE,had,rpss_ano,21,,,,,
Code retour contrôle n° d'identification administratif de séjour,1,23,23,c,CRNODA,had,rpss_ano,21,,,,,
N° anonyme,17,24,40,c,NOANON,had,rpss_ano,21,,,,,
N° d'identification administratif de séjour,20,41,60,c,NODA,had,rpss_ano,21,,,,,
N° anonyme individuel,17,61,77,c,NOANONIND,had,rpss_ano,21,,,,,
N° FINESS e-PMSI,9,78,86,c,NOFINESS,had,rpss_ano,21,,,,,
Code retour contrôle code grand régime,1,87,87,c,CRCODEGR,had,rpss_ano,21,,,,,
Code retour contrôle Code gestion,1,88,88,c,CRCDGESTION,had,rpss_ano,21,,,,,
Code retour contrôle code justification d'exonération du ticket modérateur,1,89,89,c,CREXTICM,had,rpss_ano,21,,,,,
Code retour contrôle code de prise en charge du forfait journalier,1,90,90,c,CRPRFOJO,had,rpss_ano,21,,,,,
Code retour contrôle nature d'assurance,1,91,91,c,CRNATASS,had,rpss_ano,21,,,,,
Code retour contrôle type de contrat souscrit auprès d'un organismecomplémentaire,1,92,92,c,CRTYPECONT,had,rpss_ano,21,,,,,
Code retour contrôle séjour facturable à l'assurance maladie,1,93,93,c,CRFACTAM,had,rpss_ano,21,,,,,
Code retour contrôle motif de la non facturation à l'assurance maladie,1,94,94,c,CRNFACAM,had,rpss_ano,21,,,,,
Code retour contrôle facturation du 18 euro,1,95,95,c,CRTOP18,had,rpss_ano,21,,,,,
Code retour contrôle nombre de venues de la facture,1,96,96,c,CRNBEVEN,had,rpss_ano,21,,,,,
Code retour contrôle montant à facturer au titre du ticket modérateur,1,97,97,c,CRTICMOD,had,rpss_ano,21,,,,,
Code retour contrôle montant à facturer au titre du forfait journalier,1,98,98,c,CRFORJOU,had,rpss_ano,21,,,,,
Code retour contrôle montant total du séjour remboursé par l'assurance maladie (i.e. hors prestations annexes ),1,99,99,c,CRMTFACTOT,had,rpss_ano,21,,,,,
Code retour contrôle montant lié à la majoration au parcours de soin,1,100,100,c,CRMAJPAR,had,rpss_ano,21,,,,,
Code retour contrôle montant base remboursement,1,101,101,c,CRMTBASERM,had,rpss_ano,21,,,,,
Code retour contrôle taux de remboursement,1,102,102,c,CRTXRM,had,rpss_ano,21,,,,,
Code retour contrôle Patient bénéficiaire de la CMU,1,103,103,c,CRPBCMU,had,rpss_ano,21,,,,,
Code retour contrôle N° administratif de séjour de la mère,1,104,104,c,CRNOANOMER,had,rpss_ano,21,,,,,
Code retour contrôle Hospitalisation d'un nouveau-né auprès de la mère,1,105,105,c,CRHOSPNE,had,rpss_ano,21,,,,,
Code retour contrôle Hospitalisation pour prélèvement d'organe,1,106,106,c,CRHOSPPO,had,rpss_ano,21,,,,,
Code retour contrôle Date de l'hospitalisation,1,107,107,c,CRDTHOSP,had,rpss_ano,21,,,,,
Code retour contrôle Montant total du séjour remboursable pour l'AMC,1,108,108,c,CRMTAMC,had,rpss_ano,21,,,,,
Code retour contrôle Code participation assuré,1,109,109,c,CRPARTASS,had,rpss_ano,21,,,,,
Code retour contrôle N° d’entrée,1,110,110,c,CRNUMENT,had,rpss_ano,21,,,,,
Code retour contrôle Rang de naissance,1,111,111,c,CRRGNAISS,had,rpss_ano,21,,,,,
Code retour contrôle Rang du bénéficiaire,1,112,112,c,CRRGBEN,had,rpss_ano,21,,,,,
Code retour contrôle N° caisse gestionnaire,1,113,113,c,CRCAISSGEST,had,rpss_ano,21,,,,,
Code retour contrôle N° centre gestionnaire,1,114,114,c,CRCENTRGEST,had,rpss_ano,21,,,,,
Code retour contrôle  Confirmation de la prise en charge dans le cadre du dispositif des soins urgents,1,115,115,c,CRPECSU,had,rpss_ano,21,,,,,
Code retour contrôle Numéro accident du travail ou date d’accident de droit commun,1,116,116,c,CRAT,had,rpss_ano,21,,,,,
Code retour contrôle N° d’organisme complémentaire,1,117,117,c,CRCOMP,had,rpss_ano,21,,,,,
Code retour contrôle N° FINESS d’inscription e-PMSI,1,118,118,c,CRNOFINESS,had,rpss_ano,21,,,,,
Code retour contrôle N° immatriculation individuel,1,119,119,c,CRNOANONIND,had,rpss_ano,21,,,,,
Code retour contrôle Nature de la pièce justificative des droits,1,120,120,c,CRNATJUSTDROITS,had,rpss_ano,21,,,,,
Code retour contrôle Prise en charge établie le,1,121,121,c,CRPECDATE,had,rpss_ano,21,,,,,
"Code retour contrôle Attestation de droits, carte Vitale ou prise en charge valable à compter du.",1,122,122,c,CRVITALE,had,rpss_ano,21,,,,,
Code retour contrôle Délivrée par,1,123,123,c,CRDELIVREE,had,rpss_ano,21,,,,,
Code retour contrôle Régime de prestation de l’assuré,1,124,124,c,CRREGPRESTASS,had,rpss_ano,21,,,,,
Code retour contrôle Top éclatement des flux par l’établissement,1,125,125,c,CRTOPECLATFLUX,had,rpss_ano,21,,,,,
Code retour contrôle Date d’entrée,1,126,126,c,CRDTENT,had,rpss_ano,21,,,,,
Code retour contrôle Date de sortie,1,127,127,c,CRDTSORT,had,rpss_ano,21,,,,,
Code retour contrôle Montant total du séjour facturé au patient,1,128,128,c,CRMTTFACPAT,had,rpss_ano,21,,,,,
Code retour contrôle Rejet AMO,1,129,129,c,CRREJETAMO,had,rpss_ano,21,,,,,
Code retour contrôle Date de facturation AMO,1,130,130,c,CRDATFACTAMO,had,rpss_ano,21,,,,,
Code retour contrôle Date de facturation AMC,1,131,131,c,CRDATFACTAMC,had,rpss_ano,21,,,,,
Code retour contrôle Date de facturation patient,1,132,132,c,CRDATFACTPAT,had,rpss_ano,21,,,,,
Code retour contrôle Date de paiement AMO,1,133,133,c,CRDATPAIAMO,had,rpss_ano,21,,,,,
Code retour contrôle Date de paiement AMC,1,134,134,c,CRDATPAIAMC,had,rpss_ano,21,,,,,
Code retour contrôle Date de paiement patient,1,135,135,c,CRDATPAIPAT,had,rpss_ano,21,,,,,
Code retour contrôle Statut FT AMO,1,136,136,c,CRSTATFTAMO,had,rpss_ano,21,,,,,
Code retour contrôle Statut FT AMC,1,137,137,c,CRSTATFTAMC,had,rpss_ano,21,,,,,
Code retour contrôle Statut FT patient,1,138,138,c,CRSTATFTPAT,had,rpss_ano,21,,,,,
Code retour contrôle Pays d’assurance social,1,139,139,c,CRPAYSPAT,had,rpss_ano,21,,,,,
"Code retour contrôle "" Numéro d’identification permanent du patient (IPP) """,1,140,141,c,CRIPP,had,rpss_ano,21,,,,,
Code grand régime,2,141,142,c,CODEGR,had,rpss_ano,21,,,,,
Code gestion,2,143,144,c,CDGESTION,had,rpss_ano,21,,,,,
Code justification d'exonération du ticket modérateur,1,145,145,c,CDEXTICM,had,rpss_ano,21,,,,,
Code de prise en charge du forfait journalier,1,146,146,c,CDPRFOJO,had,rpss_ano,21,,,,,
Nature d'assurance,2,147,148,c,NATASS,had,rpss_ano,21,,,,,
Type de contrat souscrit auprès d'un organisme complémentaire,2,149,150,c,TYPECONT,had,rpss_ano,21,,,,,
Séjour facturable à l'assurance maladie,1,151,151,c,FACTAM,had,rpss_ano,21,,,,,
Motif de la non facturation à l'assurance maladie,1,152,152,c,MOTNFAC,had,rpss_ano,21,,,,,
Facturation du 18 euro,1,153,153,c,FAC18,had,rpss_ano,21,,,,,
Nombre de venues de la facture,4,154,157,i,NBEVEN,had,rpss_ano,21,,,,,
Montant à facturer au titre du ticket modérateur,10,158,167,n,MTFACTMO,had,rpss_ano,21,,,,,
Montant à facturer au titre du forfait journalier,10,168,177,n,MTFORJOU,had,rpss_ano,21,,,,,
Montant total du séjour remboursé par l'assurance maladie (i.e. hors prestations annexes),10,178,187,n,MTFACTOT,had,rpss_ano,21,,,,,
Montant lié à la majoration au parcours de soins,4,188,191,n,MTMAJPAR,had,rpss_ano,21,,,,,
Montant base remboursement,10,192,201,n,MTBASERM,had,rpss_ano,21,,,,,
Taux de remboursement,5,202,206,n,TAUXRM,had,rpss_ano,21,,,,,
Patient bénéficiaire de la CMU,1,207,207,c,PBCMU,had,rpss_ano,21,,,,,
N° administratif de séjour de la mère,20,208,227,c,NOANOMER,had,rpss_ano,21,,,,,
Hospitalisation d'un nouveau-né auprès de la mère,1,228,228,c,HOSPNE,had,rpss_ano,21,,,,,
Hospitalisation pour prélèvement d'organe,1,229,229,c,HOSPPO,had,rpss_ano,21,,,,,
Date de l'hospitalisation,8,230,237,c,DTHOSP,had,rpss_ano,21,,,,,
Montant total du séjour remboursable pour l'AMC,10,238,247,n,MTRMAMC,had,rpss_ano,21,,,,,
Date de naissance du bénéficiaire,8,248,255,c,DTNAISBEN,had,rpss_ano,21,,,,,
Sexe du bénéficiaire,1,256,256,c,SEXEBEN,had,rpss_ano,21,,,,,
Code participation assuré,1,257,257,c,PARTASS,had,rpss_ano,21,,,,,
N° d’entrée,9,258,266,c,NUMENT,had,rpss_ano,21,,,,,
Rang de naissance,1,267,267,c,RGNAISS,had,rpss_ano,21,,,,,
Rang du bénéficiaire,3,268,270,c,RGBEN,had,rpss_ano,21,,,,,
N° caisse gestionnaire,3,271,273,c,CAISSGEST,had,rpss_ano,21,,,,,
N° centre gestionnaire,4,274,277,c,CENTRGEST,had,rpss_ano,21,,,,,
Confirmation de la prise en charge dans le cadre du dispositif des soins urgents,1,278,278,c,PECSU,had,rpss_ano,21,,,,,
Numéro accident du travail ou date d’accident de droit commun,9,279,287,c,NUMAT,had,rpss_ano,21,,,,,
N° d’organisme complémentaire,10,288,297,c,NUMCOMP,had,rpss_ano,21,,,,,
Nature de la pièce justificative des droits,1,298,298,c,NATJUSTDROITS,had,rpss_ano,21,,,,,
Prise en charge établie le,8,299,306,c,PECDATE,had,rpss_ano,21,,,,,
"Attestation de droits, carte Vitale ou prise en charge valable à compter du.",8,307,314,c,VITALE,had,rpss_ano,21,,,,,
Délivrée par,3,315,317,c,DELIVREE,had,rpss_ano,21,,,,,
Régime de prestation de l’assuré,3,318,320,c,REGPRESTASS,had,rpss_ano,21,,,,,
Top éclatement des flux par l’établissement,1,321,321,c,TOPECLATFLUX,had,rpss_ano,21,,,,,
Date d’entrée,8,322,329,c,DTENT,had,rpss_ano,21,,,,,
Date de sortie,8,330,337,c,DTSORT,had,rpss_ano,21,,,,,
Montant total du séjour facturé au patient,8,338,345,n,MTTFACPAT,had,rpss_ano,21,,,,,
Rejet AMO,1,346,346,c,REJETAMO,had,rpss_ano,21,,,,,
Date de facturation AMO,8,347,354,c,DATFACTAMO,had,rpss_ano,21,,,,,
Date de facturation AMC,8,355,362,c,DATFACTAMC,had,rpss_ano,21,,,,,
Date de facturation patient,8,363,370,c,DATFACTPAT,had,rpss_ano,21,,,,,
Date de paiement AMO,8,371,378,c,DATPAIAMO,had,rpss_ano,21,,,,,
Date de paiement AMC,8,379,386,c,DATPAIAMC,had,rpss_ano,21,,,,,
Date de paiement patient,8,387,394,c,DATPAIPAT,had,rpss_ano,21,,,,,
Statut FT AMO,1,395,395,c,STATFTAMO,had,rpss_ano,21,,,,,
Statut FT AMC,1,396,396,c,STATFTAMC,had,rpss_ano,21,,,,,
Statut FT patient,1,397,397,c,STATFTPAT,had,rpss_ano,21,,,,,
Pays d’assurance social,3,398,400,c,PAYSPAT,had,rpss_ano,21,,,,,
Numéro d’identification permanent du patient (IPP),20,401,420,c,IPP,had,rpss_ano,21,,,,,
Filler,50,421,470,c,Filler,had,rpss_ano,21,,,,,
Empreinte numérique,32,471,502,c,EMPNUM,had,rpss_ano,21,,,,,
Zone chiffrée,781,503,1283,c,ZONECHIFFREE,had,rpss_ano,21,,,,,
N° Finess de l'établissement,9,1,,c,NOFINESS,had,rapss,22,,,,,
N° de version du RAPSS,3,10,,c,NOVRAPSS,had,rapss,22,,,,,
N° Finess géographique,9,13,,c,NOFINESS_GEO,had,rapss,22,,,,,
N° séjour HAD,5,22,,c,NOSEQSEJ,had,rapss,22,,,,,
,7,27,,c,FILLER1,had,rapss,22,,,,,
Âge en années,3,34,,i,AGEAN,had,rapss,22,,,,,
Âge en jours,3,37,,i,AGEJR,had,rapss,22,,,,,
Sexe,1,40,,c,SEXE,had,rapss,22,,,,,
Code géographique,5,41,,c,CDGEO,had,rapss,22,,,,,
Code postal,5,46,,c,CDPOSTAL,had,rapss,22,,,,,
Type de domicile,1,51,,c,TYPDOM,had,rapss,22,,,,,
N° Finess ESMS,9,52,,c,NOFINESS_ESMS,had,rapss,22,,,,,
Durée de séjour,4,61,,i,DUREESEJ,had,rapss,22,,,,,
Mode d'entrée,1,65,,c,MODE_ENTREE,had,rapss,22,,,,,
Provenance,1,66,,c,PROVENANCE,had,rapss,22,,,,,
Mode de sortie,1,67,,c,MODE_SORTIE,had,rapss,22,,,,,
Destination,1,68,,c,DESTINATION,had,rapss,22,,,,,
Mois de sortie du séjour,2,69,,c,MOISSOR_SEJ,had,rapss,22,,,,,
Année de sortie du séjour,4,71,,c,ANSOR_SEJ,had,rapss,22,,,,,
N° de séquence,4,75,,c,NOSEQ,had,rapss,22,,,,,
Nombre de jours depuis le début de la séquence,4,79,,i,NB_JR_DB_SEQ,had,rapss,22,,,,,
Durée de la séquence,4,83,,i,DUREE_SEQ,had,rapss,22,,,,,
Flag Dernière séquence,1,87,,c,DERNIERE_SEQ,had,rapss,22,,,,,
Mois de fin de la séquence,2,88,,c,MOIS_FIN_SEQ,had,rapss,22,,,,,
Année de fin de la séquence,4,90,,c,AN_FIN_SEQ,had,rapss,22,,,,,
Mode de prise en charge principal,2,94,,c,MPP,had,rapss,22,,,,,
Mode de prise en charge associé,2,96,,c,MPA,had,rapss,22,,,,,
Mode de prise en charge associé documentaire 1,2,98,,c,MPCAD1,had,rapss,22,,,,,
Mode de prise en charge associé documentaire 2,2,100,,c,MPCAD2,had,rapss,22,,,,,
Mode de prise en charge associé documentaire 3,2,102,,c,MPCAD3,had,rapss,22,,,,,
Mode de prise en charge associé documentaire 4,2,104,,c,MPCAD4,had,rapss,22,,,,,
Mode de prise en charge associé documentaire 5,2,106,,c,MPCAD5,had,rapss,22,,,,,
Indice de Karnofsky,3,108,,c,IK,had,rapss,22,,,,,
,3,111,,c,FILLER,had,rapss,22,,,,,
Nature du séjour,2,114,,c,NATSEJ,had,rapss,22,,,,,
Confirmation de codage du RPSS,1,116,,c,CF_CODAGE,had,rapss,22,,,,,
Nombre de diagnostics du MPP,1,117,,i,NBDIAGMPP,had,rapss,22,,,,,
Nombre de diagnostics du MPA,1,118,,i,NBDIAGMPA,had,rapss,22,,,,,
Nombre de diagnostics associés,2,119,,i,NBDA,had,rapss,22,,,,,
Dépendance Habillage,1,121,,c,HABILLAGE,had,rapss,22,,,,,
Dépendance Locomotion,1,122,,c,LOCOMOT,had,rapss,22,,,,,
Dépendance Alimentation,1,123,,c,ALIMENT,had,rapss,22,,,,,
Dépendance Continence,1,124,,c,CONTINENCE,had,rapss,22,,,,,
Dépendance Comportement,1,125,,c,COMPORTEMENT,had,rapss,22,,,,,
Dépendance Relation,1,126,,c,RELATION,had,rapss,22,,,,,
N° de sous-séquence,4,127,,c,NOSOUSSEQ,had,rapss,22,,,,,
Mois de fin de la sous-séquence,2,131,,c,MOIS_FIN_SS_SEQ,had,rapss,22,,,,,
Année de fin de la sous-séquence,4,133,,c,AN_FIN_SS_SEQ,had,rapss,22,,,,,
Nombre de journées depuis le début de la sous-séquence,4,137,,i,NB_JR_DB_SS_SEQ,had,rapss,22,,,,,
Durée de la sous-séquence,4,141,,i,DUREE_SS_SEQ,had,rapss,22,,,,,
Flag Dernière sous-séquence de la séquence,1,145,,c,DER_SS_SEQ,had,rapss,22,,,,,
Flag dernière sous-séquence du séjour,1,146,,c,DER_SS_SEQ_SEJ,had,rapss,22,,,,,
Nombre d'actes du séjour,3,147,,i,NBZA,had,rapss,22,,,,,
Diagnostic principal,6,150,,c,DP,had,rapss,22,,,,,
,,156,,c,Z,had,rapss,22,,,,,
Index de liaison,32,1,32,c,INDEXLIAISON,had,rapss_ano,22_H35,,,,,
N° FINESS e-PMSI,9,33,41,c,NOFINESS,had,rapss_ano,22_H35,,,,,
N° FINESS de l'établissement (code géographique),9,42,50,c,NOFINESS_GEO,had,rapss_ano,22_H35,,,,,
N° format,3,51,53,c,NOFORMAT,had,rapss_ano,22_H35,,,,,
N° format VID-HOSP,3,54,56,c,NOFORMHOSP,had,rapss_ano,22_H35,,,,,
Filler,6,57,62,c,Filler00,had,rapss_ano,22_H35,,,,,
Code retour contrôle « n° immatriculation assuré  »,1,63,63,c,CRSECU,had,rapss_ano,22_H35,,,,,
Code retour contrôle « date de  naissance »,1,64,64,c,CRDNAI,had,rapss_ano,22_H35,,,,,
Code retour contrôle « sexe »,1,65,65,c,CRSEXE,had,rapss_ano,22_H35,,,,,
Code retour contrôle « n° d’identification administratif de séjour »,1,66,66,c,CRNODA,had,rapss_ano,22_H35,,,,,
Code retour « fusion ANO-HOSP et HOSP-PMSI »,1,67,67,c,CRFUSHOSP,had,rapss_ano,22_H35,,,,,
Code retour « fusion ANO-PMSI et fichier PMSI »,1,68,68,c,CRFUSPMSI,had,rapss_ano,22_H35,,,,,
Code retour contrôle « date de référence» (date d’entrée),1,69,69,c,CRDTENT,had,rapss_ano,22_H35,,,,,
Code retour contrôle « Cohérence date naissance »,1,70,70,c,CRCDNAI,had,rapss_ano,22_H35,,,,,
Code retour contrôle « Cohérence sexe »,1,71,71,c,CRCSEXE,had,rapss_ano,22_H35,,,,,
Filler,17,72,88,c,Filler01,had,rapss_ano,22_H35,,,,,
Filler,60,89,148,,Filler04,had,rapss_ano,22_H35,,,,,
Date de naissance,8,149,156,c,DDN,had,rapss_ano,22_H35,,,,,
Filler,9,157,165,c,Filler02,had,rapss_ano,22_H35,,,,,
Délai à la date d'entrée,5,166,170,c,DELAIDENT,had,rapss_ano,22_H35,,,,,
N° séquentiel de séjour HAD/Numéro séquentiel d'entrée,5,171,175,c,NOSEQSEJ,had,rapss_ano,22_H35,,,,,
Date d'entrée du séjour PMSI,8,176,183,c,DTENT,had,rapss_ano,22_H35,,,,,
Date de sortie du séjour PMSI,8,184,191,c,DTSOR,had,rapss_ano,22_H35,,,,,
Code retour contrôle « code grand régime »,1,192,192,c,CRCODEGR,had,rapss_ano,22_H35,,,,,
Code retour contrôle « code gestion »,1,193,193,c,CRCDGESTION,had,rapss_ano,22_H35,,,,,
Code retour contrôle « code justification d’exonération du ticket modérateur » ,1,194,194,c,CREXTICM,had,rapss_ano,22_H35,,,,,
Code retour contrôle « code de prise en charge du forfait journalier »,1,195,195,c,CRPRFOJO,had,rapss_ano,22_H35,,,,,
Code retour contrôle « nature d’assurance »,1,196,196,c,CRNATASS,had,rapss_ano,22_H35,,,,,
Code retour contrôle « type de contrat souscrit auprès d'un organisme complémentaire »,1,197,197,c,CRTYPECO,had,rapss_ano,22_H35,,,,,
Code retour contrôle « séjour facturable à l’assurance maladie »,1,198,198,c,CRFACTAM,had,rapss_ano,22_H35,,,,,
Code retour contrôle « motif de la non facturation à l'assurance maladie »,1,199,199,c,CRMOTNOFACT,had,rapss_ano,22_H35,,,,,
Code retour contrôle « facturation du 18 euro »,1,200,200,c,CRTOP18,had,rapss_ano,22_H35,,,,,
Code retour contrôle « nombre de venues de la facture »,1,201,201,c,CRNBEVEN,had,rapss_ano,22_H35,,,,,
Code retour contrôle « montant à facturer au titre du ticket modérateur»,1,202,202,c,CRTICMOD,had,rapss_ano,22_H35,,,,,
Code retour contrôle « montant à facturer au titre du forfait journalier »,1,203,203,c,CRFORJOU,had,rapss_ano,22_H35,,,,,
Code retour contrôle « montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes »),1,204,204,c,CRFACTOT,had,rapss_ano,22_H35,,,,,
Code retour contrôle « montant lié à la majoration au parcours de soin »,1,205,205,c,CRMAJPAR,had,rapss_ano,22_H35,,,,,
Code retour contrôle « montant base remboursement »,1,206,206,c,CRMTBASE,had,rapss_ano,22_H35,,,,,
Code retour contrôle « taux de remboursement »,1,207,207,c,CRTXRM,had,rapss_ano,22_H35,,,,,
Code retour contrôle « Patient bénéficiaire de la CMU »,1,208,208,c,CRPBCMU,had,rapss_ano,22_H35,,,,,
Filler,3,209,211,c,Filler,had,rapss_ano,22_H35,,,,,
Code retour contrôle « Identifiant anonyme d'hospitalisation »,1,212,212,c,CRDTHOSP,had,rapss_ano,22_H35,,,,,
Code retour contrôle « Montant total du séjour remboursable pour l'AMC »,1,213,213,c,CRRMBAMC,had,rapss_ano,22_H35,,,,,
Code retour contrôle « Code participation assuré »,1,214,214,c,CRPARTASS,had,rapss_ano,22_H35,,,,,
Code retour contrôle « N° d’entrée »,1,215,215,c,CRNUMENT,had,rapss_ano,22_H35,,,,,
Code retour contrôle « Rang de naissance »,1,216,216,c,CRRGNAISS,had,rapss_ano,22_H35,,,,,
Code retour contrôle « Rang du bénéficiaire »,1,217,217,c,CRRGBEN,had,rapss_ano,22_H35,,,,,
Code retour contrôle « N° caisse gestionnaire »,1,218,218,c,CRCAISSGEST,had,rapss_ano,22_H35,,,,,
Code retour contrôle « N° centre gestionnaire »,1,219,219,c,CRCENTRGEST,had,rapss_ano,22_H35,,,,,
"Code retour contrôle ""Confirmation de la prise en charge dans le cadre du dispositif des soins urgents""",1,220,220,c,CRPECSU,had,rapss_ano,22_H35,,,,,
"Code retour contrôle "" Numéro accident du travail ou date d’accident de droit commun""",1,221,221,c,CRAT,had,rapss_ano,22_H35,,,,,
"Code retour contrôle "" N° d’organisme complémentaire""",1,222,222,c,CRCOMP,had,rapss_ano,22_H35,,,,,
"Code retour contrôle ""N° FINESS d’inscription e-PMSI""",1,223,223,c,CRCFINESSPMSI,had,rapss_ano,22_H35,,,,,
"Code retour contrôle ""N° immatriculation individuel""",1,224,224,c,CRCIMMATIND,had,rapss_ano,22_H35,,,,,
"Code retour contrôle ""Nature de la pièce justificative des droits""",1,225,225,c,CRCNATJUSTDROITS,had,rapss_ano,22_H35,,,,,
